date,Output,Heat Rate,Heat Consumption,Exhaust Temperature,Exhaust Flow
2020-01-01 04:00:00+00:00,89640.78323785614,22578.80905659995,958032778.2775232,906.086808461839,634976.532682841
2020-01-01 05:00:00+00:00,89612.7933588551,22578.99537327565,957741422.2922256,906.0872585797702,634783.3286974467
2020-01-01 06:00:00+00:00,89556.81360085298,18158.979667095628,957158710.32163,1029.0881588156321,632134.6800516271
2020-01-01 07:00:00+00:00,89510.16380251788,18159.22940251225,956673117.0128006,1029.0889090121839,631813.8216754759
2020-01-01 08:00:00+00:00,89500.83384285087,18159.279349595574,956575998.3510345,1029.0890590514941,631749.6500002455
2020-01-01 09:00:00+00:00,89510.16380251788,14029.28005881334,956673117.0128006,1101.0889090121839,702015.3574171955
2020-01-01 10:00:00+00:00,89547.48364118594,14029.125708294483,957061591.6598641,1101.0883088549426,702300.564862663
2020-01-01 11:00:00+00:00,89584.80347985403,14028.971357775623,957450066.3069278,1101.0877086977011,702585.7723081309
2020-01-01 12:00:00+00:00,89696.76299585825,14028.50830621905,958615490.2481189,1101.0859082259772,703441.3946445344
2020-01-01 13:00:00+00:00,89762.07271352739,14028.238192811052,959295320.8804802,1101.0848579508047,703940.5076741029
2020-01-01 14:00:00+00:00,89780.70984339928,14028.165087390465,959489558.2040123,1101.084557872184,704083.111396837
2020-01-01 15:00:00+00:00,89752.74275386037,14028.276780440767,959198202.2187142,1101.085007990115,703869.2058127361
2020-01-01 16:00:00+00:00,89696.76299585825,14028.50830621905,958615490.2481189,1101.0859082259772,703441.3946445344
2020-01-01 17:00:00+00:00,89584.80347985403,10687.762915219655,957450066.3069278,1011.0877086977011,1077585.540349894
2020-01-01 18:00:00+00:00,89444.85408484876,10688.203876385656,955993286.3804389,1011.0899592873564,1075945.160103722
2020-01-01 19:00:00+00:00,89342.22452851156,10688.527247907392,954924981.1010139,1011.0916097197701,1074742.2145898624
2020-01-01 20:00:00+00:00,89286.24477050945,10688.70363237379,954342269.1304184,1011.0925099556322,1074086.0624913934
2020-01-01 21:00:00+00:00,89276.91481084243,11311.351728769825,954245150.4686525,1053.0926599949426,883023.6458711969
2020-01-01 22:00:00+00:00,89295.57473017646,22581.106962266953,954439387.7921844,906.0923599163218,632593.6835296464
2020-01-01 23:00:00+00:00,89332.89456884452,22580.858540032674,954827862.439248,906.0917597590804,632851.2888435052
2020-01-02 00:00:00+00:00,89482.17392351684,22579.864851095597,956381761.0275028,906.089359130115,633881.7100989408
2020-01-02 01:00:00+00:00,89556.81360085298,22579.368006627054,957158710.32163,906.0881588156321,634396.9207266584
2020-01-02 02:00:00+00:00,89594.13343952106,22579.119584392785,957547184.9686937,906.0875586583908,634654.5260405174
2020-01-02 03:00:00+00:00,89650.11319752317,22578.746951041376,958129896.9392892,906.0866584225288,635040.9340113057
2020-01-02 04:00:00+00:00,89650.11319752317,22578.746951041376,958129896.9392892,906.0866584225288,635040.9340113057
2020-01-02 05:00:00+00:00,89594.13343952106,22579.119584392785,957547184.9686937,906.0875586583908,634654.5260405174
2020-01-02 06:00:00+00:00,89528.82372185192,18159.1295083456,956867354.3363323,1029.0886089335631,631942.1650259363
2020-01-02 07:00:00+00:00,89482.17392351684,18159.379243762225,956381761.0275028,1029.089359130115,631621.306649785
2020-01-02 08:00:00+00:00,89482.17392351684,18159.379243762225,956381761.0275028,1029.089359130115,631621.306649785
2020-01-02 09:00:00+00:00,89500.83384285087,14029.318646443053,956575998.3510345,1101.0890590514941,701944.0555558284
2020-01-02 10:00:00+00:00,89538.15368151895,14029.164295924196,956964472.9980981,1101.0884588942529,702229.2630012962
2020-01-02 11:00:00+00:00,89622.1233185221,14028.817007256766,957838540.9539914,1101.0871085404597,702870.9797535988
2020-01-02 12:00:00+00:00,89678.10307652422,14028.58548147848,958421252.924587,1101.0862083045977,703298.7909218004
2020-01-02 13:00:00+00:00,89799.30690448724,14028.099137623316,959683795.527544,1101.0842577935632,704225.715119571
2020-01-02 14:00:00+00:00,89855.09808775112,14027.901288321873,960266507.4981393,1101.0833575577012,704653.5262877723
2020-01-02 15:00:00+00:00,89808.6054350312,14028.066162739742,959780914.1893098,1101.0841077542527,704297.0169809377
2020-01-02 16:00:00+00:00,89762.07271352739,14028.238192811052,959295320.8804802,1101.0848579508047,703940.5076741029
2020-01-02 17:00:00+00:00,89659.44315719018,10687.527735931124,958227015.6010551,1011.0865083832184,1078460.409814519
2020-01-02 18:00:00+00:00,89547.48364118594,10687.880504863924,957061591.6598641,1011.0883088549425,1077148.1056175814
2020-01-02 19:00:00+00:00,89482.17392351684,10688.08628674139,956381761.0275028,1011.089359130115,1076382.5948360346
2020-01-02 20:00:00+00:00,89444.85408484876,10688.203876385656,955993286.3804389,1011.0899592873564,1075945.160103722
2020-01-02 21:00:00+00:00,89435.52412518174,11310.82286199538,955896167.7186731,1053.0901093266666,884552.1959280535
